compound,normalized,n_sources,sources,l1000cds2_score,l1000cds2_n,enrichr_best_score,enrichr_n,clue_avg_norm_cs,clue_min_norm_cs,clue_max_fdr,clue_n,clue_n_sigs,clue_reversal,best_pval,moa,target,n_entries
RNF128,rnf128,1,clue.io,,0,,0,-0.39074444444444445,-1.3265,15.6536,1,18,True,1.0,,,1
esomeprazole,esomeprazole,1,clue.io,,0,,0,-0.3906714285714286,-1.3334,15.6536,1,7,True,1.0,Proton pump inhibitor,,1
TM4SF5,tm4sf5,1,clue.io,,0,,0,-0.39066,-1.3427,15.6536,1,20,True,1.0,,,1
PABPC1,pabpc1,1,clue.io,,0,,0,-0.39051600000000003,-1.3081,15.6536,1,50,True,1.0,,,1
BNIP1,bnip1,1,clue.io,,0,,0,-0.3905045454545455,-1.3593,15.6536,1,44,True,1.0,,,1
SLF1,slf1,1,clue.io,,0,,0,-0.390385,-1.4712,15.6536,1,20,True,1.0,,,1
xamoterol,xamoterol,1,clue.io,,0,,0,-0.3894333333333333,-1.0949,2.1891,1,3,True,1.0,Adrenergic receptor agonist,ADRB1,1
GLRA2,glra2,1,clue.io,,0,,0,-0.38903529411764703,-1.4144,15.6536,1,17,True,1.0,,,1
carmoxirole,carmoxirole,1,clue.io,,0,,0,-0.3888923076923077,-1.2795,15.6536,1,13,True,1.0,Dopamine receptor agonist,DRD2,1
SLC15A4,slc15a4,1,clue.io,,0,,0,-0.38888823529411765,-1.5044,15.6536,1,17,True,1.0,,,1
FZD2,fzd2,1,clue.io,,0,,0,-0.38878108108108106,-1.4114,15.6536,1,37,True,1.0,,,1
DAB2,dab2,1,clue.io,,0,,0,-0.3885578947368421,-1.4081,15.6536,1,19,True,1.0,,,1
LINC00886,linc00886,1,clue.io,,0,,0,-0.38839999999999997,-1.1896,15.6536,1,4,True,1.0,,,1
ALOX15B,alox15b,1,clue.io,,0,,0,-0.38824000000000003,-1.6734,15.6536,1,20,True,1.0,,,1
NME5,nme5,1,clue.io,,0,,0,-0.38805384615384614,-1.3931,15.6536,1,26,True,1.0,,,1
SB-525334,sb525334,1,clue.io,,0,,0,-0.388016,-1.3645,15.6536,1,25,True,1.0,TGF-beta receptor inhibitor,TGFBR1,1
PADI4,padi4,1,clue.io,,0,,0,-0.3879,-1.4148,15.6536,1,17,True,1.0,,,1
stemregenin-1,stemregenin1,1,clue.io,,0,,0,-0.38765,-0.7753,0.2075,1,2,True,1.0,Aryl hydrocarbon receptor antagonist,AHR,1
SIDT1,sidt1,1,clue.io,,0,,0,-0.3874684210526316,-1.1768,15.3525,1,19,True,1.0,,,1
PIN1,pin1,1,clue.io,,0,,0,-0.38735714285714284,-1.415,15.6536,1,77,True,1.0,,,1
PPIB,ppib,1,clue.io,,0,,0,-0.38714363636363636,-1.268,15.6536,1,55,True,1.0,,,1
XLOC_007458,xloc007458,1,clue.io,,0,,0,-0.38706666666666667,-1.1612,4.3384,1,3,True,1.0,,,1
propidium,propidium,1,clue.io,,0,,0,-0.387,-0.774,0.2047,1,2,True,1.0,,,1
GPR82,gpr82,1,clue.io,,0,,0,-0.3864468085106383,-1.4381,15.6536,1,47,True,1.0,,,1
FGF14,fgf14,1,clue.io,,0,,0,-0.38637,-1.515,15.6536,1,20,True,1.0,,,1
rescinnamine,rescinnamine,1,clue.io,,0,,0,-0.3862307692307692,-1.2496,15.6536,1,13,True,1.0,ACE inhibitor,ACE,1
HINT3,hint3,1,clue.io,,0,,0,-0.38596111111111114,-1.34,15.6536,1,18,True,1.0,,,1
BG-1027,bg1027,1,clue.io,,0,,0,-0.38595,-0.7719,0.1985,1,2,True,1.0,,,1
FGFR4,fgfr4,1,clue.io,,0,,0,-0.38539999999999996,-1.3112,15.6536,1,27,True,1.0,,,1
VPREB3,vpreb3,1,clue.io,,0,,0,-0.38508,-1.5301,15.6536,1,20,True,1.0,,,1
SNHG6,snhg6,1,clue.io,,0,,0,-0.384825,-1.2724,15.6536,1,4,True,1.0,,,1
ciclacillin,ciclacillin,1,clue.io,,0,,0,-0.3844833333333333,-1.1297,2.7545,1,12,True,1.0,Bacterial cell wall synthesis inhibitor,,1
GPX3,gpx3,1,clue.io,,0,,0,-0.384221568627451,-1.65,15.6536,1,51,True,1.0,,,1
GNAQ,gnaq,1,clue.io,,0,,0,-0.3841633333333333,-1.2927,15.6536,1,30,True,1.0,,,1
LOC107983971,loc107983971,1,clue.io,,0,,0,-0.383975,-0.8103,0.2964,1,4,True,1.0,,,1
ERCC4,ercc4,1,clue.io,,0,,0,-0.3837878787878788,-1.3132,15.6536,1,33,True,1.0,,,1
AS-1949490,as1949490,1,clue.io,,0,,0,-0.38345,-0.7669,0.1844,1,2,True,1.0,SHIP2 phosphatase inhibitor,INPP5D,1
IL26,il26,1,clue.io,,0,,0,-0.383155,-1.4982,15.6536,1,20,True,1.0,,,1
isosilybin-a,isosilybina,1,clue.io,,0,,0,-0.38298,-1.2367,15.6536,1,5,True,1.0,,,1
A-205804,a205804,1,clue.io,,0,,0,-0.3829,-0.7658,0.1823,1,2,True,1.0,ICAM1 inhibitor,ICAM1|SELE,1
JL-7-128,jl7128,1,clue.io,,0,,0,-0.3825125,-1.3556,15.6536,1,8,True,1.0,,,1
protirelin,protirelin,1,clue.io,,0,,0,-0.3818625,-1.3353,15.6536,1,8,True,1.0,Thyrotropin releasing hormone receptor agonist,TRHR,1
sulfabenzamide,sulfabenzamide,1,clue.io,,0,,0,-0.3818,-0.7636,0.1772,1,2,True,1.0,Bacterial antifolate,,1
palmostatin-b,palmostatinb,1,clue.io,,0,,0,-0.381775,-1.2706,15.6536,1,8,True,1.0,,,1
ML-347,ml347,1,clue.io,,0,,0,-0.3817,-0.7634,0.1765,1,2,True,1.0,ALK inhibitor,ACVR1|ACVRL1|BMPR1A,1
RCCD1,rccd1,1,clue.io,,0,,0,-0.3812595238095239,-1.3466,15.6536,1,42,True,1.0,,,1
CSDA,csda,1,clue.io,,0,,0,-0.38116190476190476,-1.3067,15.6536,1,42,True,1.0,,,1
EYA1,eya1,1,clue.io,,0,,0,-0.3811425,-1.4823,15.6536,1,40,True,1.0,,,1
GRIN3A,grin3a,1,clue.io,,0,,0,-0.3811310344827586,-1.3012,15.6536,1,29,True,1.0,,,1
NUP62,nup62,1,clue.io,,0,,0,-0.380948,-1.3531,15.6536,1,50,True,1.0,,,1
CRIM1,crim1,1,clue.io,,0,,0,-0.38053333333333333,-1.3591,15.6536,1,18,True,1.0,,,1
VPS37B,vps37b,1,clue.io,,0,,0,-0.38019,-1.4241,15.6536,1,20,True,1.0,,,1
KU-C104253,kuc104253,1,clue.io,,0,,0,-0.3798125,-1.1552,3.3202,1,8,True,1.0,,,1
NFATC2,nfatc2,1,clue.io,,0,,0,-0.3795921568627451,-1.4776,15.6536,1,51,True,1.0,,,1
meclofenoxate,meclofenoxate,1,clue.io,,0,,0,-0.37943333333333334,-1.1383,2.8588,1,3,True,1.0,Nootropic agent,,1
atomoxetine,atomoxetine,1,clue.io,,0,,0,-0.3792583333333333,-1.2943,15.6536,1,12,True,1.0,Norepinephrine inhibitor,SLC6A2|SLC6A3|SLC6A4|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,1
BRIX1,brix1,1,clue.io,,0,,0,-0.37917,-1.3561,15.6536,1,20,True,1.0,,,1
ICAM3,icam3,1,clue.io,,0,,0,-0.37870149253731344,-1.4089,15.6536,1,67,True,1.0,,,1
MTNR1A,mtnr1a,1,clue.io,,0,,0,-0.37862352941176475,-1.5251,15.6536,1,17,True,1.0,,,1
COPS4,cops4,1,clue.io,,0,,0,-0.37843333333333334,-1.0862,2.0463,1,3,True,1.0,,,1
PARK7,park7,1,clue.io,,0,,0,-0.37839038461538466,-1.5176,15.6536,1,52,True,1.0,,,1
MYCBP2,mycbp2,1,clue.io,,0,,0,-0.37794883720930234,-1.634,15.6536,1,43,True,1.0,,,1
diallyl-phthalate,diallylphthalate,1,clue.io,,0,,0,-0.37786666666666663,-0.9691,1.0751,1,3,True,1.0,,,1
UBE2E2,ube2e2,1,clue.io,,0,,0,-0.37785,-1.3623,15.6536,1,20,True,1.0,,,1
PHF19,phf19,1,clue.io,,0,,0,-0.3777076923076923,-1.3679,15.6536,1,52,True,1.0,,,1
IRF6,irf6,1,clue.io,,0,,0,-0.3775486486486487,-1.3767,15.6536,1,37,True,1.0,,,1
CYP27B1,cyp27b1,1,clue.io,,0,,0,-0.37723333333333336,-1.6369,15.6536,1,60,True,1.0,,,1
EPHA2,epha2,1,clue.io,,0,,0,-0.3769415094339623,-1.5293,15.6536,1,53,True,1.0,,,1
CERKL,cerkl,1,clue.io,,0,,0,-0.3768896551724138,-1.3229,15.6536,1,29,True,1.0,,,1
myricetin,myricetin,1,clue.io,,0,,0,-0.3765555555555556,-1.2451,15.6536,1,9,True,1.0,Androgen receptor agonist|Cytochrome P450 inhibitor,PIK3CG|AR|CYP3A4,1
GLYATL1,glyatl1,1,clue.io,,0,,0,-0.37574444444444444,-1.4741,15.6536,1,18,True,1.0,,,1
MPP3,mpp3,1,clue.io,,0,,0,-0.3756653846153846,-1.6827,15.6536,1,26,True,1.0,,,1
PCGF1,pcgf1,1,clue.io,,0,,0,-0.37563529411764707,-1.414,15.6536,1,34,True,1.0,,,1
SCUBE1,scube1,1,clue.io,,0,,0,-0.3755775510204082,-1.3012,15.6536,1,49,True,1.0,,,1
DAZL,dazl,1,clue.io,,0,,0,-0.3754157894736842,-1.5105,15.6536,1,19,True,1.0,,,1
FGF16,fgf16,1,clue.io,,0,,0,-0.37518461538461534,-1.0141,3.0798,1,13,True,1.0,,,1
TPMT,tpmt,1,clue.io,,0,,0,-0.37512321428571427,-1.5855,15.6536,1,56,True,1.0,,,1
GLRA3,glra3,1,clue.io,,0,,0,-0.37479,-1.4169,15.6536,1,20,True,1.0,,,1
NEDD9,nedd9,1,clue.io,,0,,0,-0.37444500000000003,-1.5536,15.6536,1,20,True,1.0,,,1
GZMH,gzmh,1,clue.io,,0,,0,-0.37435999999999997,-1.4664,15.6536,1,20,True,1.0,,,1
moexipril,moexipril,1,clue.io,,0,,0,-0.37406153846153845,-1.1307,2.7734,1,13,True,1.0,ACE inhibitor,ACE|ACE2,1
IL36G,il36g,1,clue.io,,0,,0,-0.37385999999999997,-1.3141,15.6536,1,20,True,1.0,,,1
pyrantel-pamoate,pyrantelpamoate,1,clue.io,,0,,0,-0.37345,-0.7469,0.1375,1,2,True,1.0,Nicotinic receptor agonist,CHRNA1,1
acetylsalicylsalicylic-acid,acetylsalicylsalicylicacid,1,clue.io,,0,,0,-0.37325,-0.7465,0.137,1,2,True,1.0,Cyclooxygenase inhibitor,,1
EGR4,egr4,1,clue.io,,0,,0,-0.37311,-1.4226,15.6536,1,20,True,1.0,,,1
acemetacin,acemetacin,1,clue.io,,0,,0,-0.3728000000000001,-1.0638,2.0837,1,3,True,1.0,Cyclooxygenase inhibitor,PTGS1|PTGS2,1
OGT,ogt,1,clue.io,,0,,0,-0.37262,-1.1264,2.6375,1,20,True,1.0,,,1
EXTL2,extl2,1,clue.io,,0,,0,-0.37248947368421054,-1.519,15.6536,1,19,True,1.0,,,1
TAAR1,taar1,1,clue.io,,0,,0,-0.372288679245283,-1.3879,15.6536,1,53,True,1.0,,,1
ATF7,atf7,1,clue.io,,0,,0,-0.3722857142857143,-1.1456,2.9572,1,21,True,1.0,,,1
trelagliptin,trelagliptin,1,clue.io,,0,,0,-0.37195,-0.7439,0.1325,1,2,True,1.0,Dipeptidyl peptidase inhibitor,DPP4,1
ARHGEF2,arhgef2,1,clue.io,,0,,0,-0.3718025,-1.5042,15.6536,1,80,True,1.0,,,1
SNHG17,snhg17,1,clue.io,,0,,0,-0.371525,-0.7485,0.1412,1,4,True,1.0,,,1
HSPA1B,hspa1b,1,clue.io,,0,,0,-0.37136938775510203,-1.5774,15.6536,1,49,True,1.0,,,1
RSPO3,rspo3,1,clue.io,,0,,0,-0.37103,-1.4822,15.6536,1,20,True,1.0,,,1
REPS2,reps2,1,clue.io,,0,,0,-0.37095555555555554,-1.1415,2.8859,1,18,True,1.0,,,1
VU-0365121-1,vu03651211,1,clue.io,,0,,0,-0.37055714285714286,-1.566,15.6536,1,7,True,1.0,,,1
MS4A7,ms4a7,1,clue.io,,0,,0,-0.370385,-1.7869,15.6536,1,20,True,1.0,,,1
depomedrol,depomedrol,1,clue.io,,0,,0,-0.370025,-1.233,15.6536,1,8,True,1.0,Glucocorticoid receptor agonist,,1
ALOX5AP,alox5ap,1,clue.io,,0,,0,-0.36984117647058823,-1.5177,15.6536,1,17,True,1.0,,,1
PRKN,prkn,1,clue.io,,0,,0,-0.3697944444444444,-1.1332,2.8135,1,18,True,1.0,,,1
GCDH,gcdh,1,clue.io,,0,,0,-0.36973684210526314,-1.658,15.6536,1,57,True,1.0,,,1
SAT2,sat2,1,clue.io,,0,,0,-0.36934736842105265,-1.2234,15.6536,1,19,True,1.0,,,1
vernakalant,vernakalant,1,clue.io,,0,,0,-0.36920000000000003,-1.2819,15.6536,1,7,True,1.0,Potassium channel antagonist,KCNA5|KCNJ3|KCNJ5|SCN5A,1
LRP4-AS1,lrp4as1,1,clue.io,,0,,0,-0.3691333333333333,-1.1074,2.265,1,3,True,1.0,,,1
ZNF395,znf395,1,clue.io,,0,,0,-0.36900232558139534,-1.4357,15.6536,1,43,True,1.0,,,1
O3FAR1,o3far1,1,clue.io,,0,,0,-0.3689704545454546,-1.3654,15.6536,1,44,True,1.0,,,1
MK-8033,mk8033,1,clue.io,,0,,0,-0.3684777777777778,-1.2605,15.6536,1,9,True,1.0,MET inhibitor,MET|MST1R,1
NUPR1,nupr1,1,clue.io,,0,,0,-0.36834,-1.2172,15.6536,1,20,True,1.0,,,1
F8,f8,1,clue.io,,0,,0,-0.3681888888888889,-1.4188,15.6536,1,18,True,1.0,,,1
BTN3A3,btn3a3,1,clue.io,,0,,0,-0.3681315789473684,-1.3963,15.6536,1,19,True,1.0,,,1
TSKU,tsku,1,clue.io,,0,,0,-0.3680341463414634,-1.5302,15.6536,1,41,True,1.0,,,1
AIM2,aim2,1,clue.io,,0,,0,-0.3679153846153846,-1.3392,15.6536,1,52,True,1.0,,,1
TRPM7,trpm7,1,clue.io,,0,,0,-0.36770400000000003,-1.4864,15.6536,1,25,True,1.0,,,1
RAB11FIP2,rab11fip2,1,clue.io,,0,,0,-0.3676551020408163,-1.4314,15.6536,1,49,True,1.0,,,1
SLC25A34,slc25a34,1,clue.io,,0,,0,-0.367455,-1.3671,15.6536,1,20,True,1.0,,,1
XLOC_008174,xloc008174,1,clue.io,,0,,0,-0.367425,-1.1584,3.5995,1,4,True,1.0,,,1
FLJ37453,flj37453,1,clue.io,,0,,0,-0.36734999999999995,-0.7351,0.1158,1,4,True,1.0,,,1
MCHR1,mchr1,1,clue.io,,0,,0,-0.36726111111111115,-1.5067,15.6536,1,18,True,1.0,,,1
TXNRD3,txnrd3,1,clue.io,,0,,0,-0.3672470588235294,-1.3799,15.6536,1,34,True,1.0,,,1
ZBTB5,zbtb5,1,clue.io,,0,,0,-0.3669948717948718,-1.5192,15.6536,1,39,True,1.0,,,1
epibatidine,epibatidine,1,clue.io,,0,,0,-0.36695714285714287,-1.1875,15.6536,1,7,True,1.0,Acetylcholine receptor agonist,,1
CD63,cd63,1,clue.io,,0,,0,-0.3666842105263158,-1.2906,15.6536,1,19,True,1.0,,,1
CCDC122,ccdc122,1,clue.io,,0,,0,-0.36666499999999996,-1.3447,15.6536,1,20,True,1.0,,,1
GYKI-52466,gyki52466,1,clue.io,,0,,0,-0.3666416666666667,-1.3856,15.6536,1,12,True,1.0,Glutamate receptor antagonist|Kainate receptor antagonist,GRIA1|GRIA2|GRIA3|GRIA4,1
ZNF266,znf266,1,clue.io,,0,,0,-0.3661325581395349,-1.4791,15.6536,1,43,True,1.0,,,1
RBM47,rbm47,1,clue.io,,0,,0,-0.36597368421052634,-1.6443,15.6536,1,19,True,1.0,,,1
BG-1007,bg1007,1,clue.io,,0,,0,-0.36595,-0.7319,0.1112,1,2,True,1.0,,,1
LEPRE1,lepre1,1,clue.io,,0,,0,-0.36581470588235293,-1.6132,15.6536,1,34,True,1.0,,,1
DRAM1,dram1,1,clue.io,,0,,0,-0.36556,-1.2684,15.6536,1,20,True,1.0,,,1
GP2,gp2,1,clue.io,,0,,0,-0.3650777777777778,-1.2476,15.6536,1,18,True,1.0,,,1
PAFAH1B2,pafah1b2,1,clue.io,,0,,0,-0.36477333333333334,-1.4551,15.6536,1,45,True,1.0,,,1
ACKR3,ackr3,1,clue.io,,0,,0,-0.3644631578947369,-1.3552,15.6536,1,19,True,1.0,,,1
ALAS1,alas1,1,clue.io,,0,,0,-0.3643,-1.5796,15.6536,1,90,True,1.0,,,1
VEGFC,vegfc,1,clue.io,,0,,0,-0.36355955056179773,-1.572,15.6536,1,89,True,1.0,,,1
CD44,cd44,1,clue.io,,0,,0,-0.3634983050847458,-1.6179,15.6536,1,59,True,1.0,,,1
cinepazide,cinepazide,1,clue.io,,0,,0,-0.3632714285714286,-1.1601,3.9042,1,14,True,1.0,Calcium channel activator,,1
hydroxyfasudil,hydroxyfasudil,1,clue.io,,0,,0,-0.3631625,-1.3512,15.6536,1,8,True,1.0,Rho associated kinase inhibitor,ROCK1|ROCK2|PKIA|PRKACA,1
GEN1,gen1,1,clue.io,,0,,0,-0.363,-0.726,0.0995,1,2,True,1.0,,,1
TIMM23,timm23,1,clue.io,,0,,0,-0.362915,-1.4979,15.6536,1,20,True,1.0,,,1
SLC12A6,slc12a6,1,clue.io,,0,,0,-0.362465,-1.7263,15.6536,1,20,True,1.0,,,1
HTR1A,htr1a,1,clue.io,,0,,0,-0.362455,-1.6597,15.6536,1,20,True,1.0,,,1
SA-1456508,sa1456508,1,clue.io,,0,,0,-0.36229999999999996,-1.2268,15.6536,1,11,True,1.0,,,1
CD99,cd99,1,clue.io,,0,,0,-0.3622466666666666,-1.5121,15.6536,1,45,True,1.0,,,1
phylloquinone,phylloquinone,1,clue.io,,0,,0,-0.3621625,-1.0034,1.338,1,8,True,1.0,Vitamin K,,1
DCUN1D1,dcun1d1,1,clue.io,,0,,0,-0.36203684210526316,-1.4856,15.6536,1,19,True,1.0,,,1
PGR,pgr,1,clue.io,,0,,0,-0.36192,-1.577,15.6536,1,20,True,1.0,,,1
REV3L,rev3l,1,clue.io,,0,,0,-0.36182000000000003,-1.3283,15.6536,1,20,True,1.0,,,1
LIMA1,lima1,1,clue.io,,0,,0,-0.361805,-1.4794,15.6536,1,20,True,1.0,,,1
AREG,areg,1,clue.io,,0,,0,-0.3617705882352941,-1.2345,15.6536,1,34,True,1.0,,,1
iso-olomoucine,isoolomoucine,1,clue.io,,0,,0,-0.3616625,-1.2102,15.6536,1,8,True,1.0,CDK inhibitor,,1
SLC11A1,slc11a1,1,clue.io,,0,,0,-0.3616578947368421,-1.3417,15.6536,1,19,True,1.0,,,1
NECTIN1,nectin1,1,clue.io,,0,,0,-0.3616,-1.2487,15.6536,1,19,True,1.0,,,1
SCN7A,scn7a,1,clue.io,,0,,0,-0.3615933333333333,-1.2375,15.6536,1,15,True,1.0,,,1
ginkgolide-b,ginkgolideb,1,clue.io,,0,,0,-0.36124285714285714,-1.1896,15.6536,1,14,True,1.0,Platelet activating factor receptor antagonist|GABA receptor antagonist|Glycine receptor antagonist|Immunosuppressant|Peptidase inhibitor|Protease inhibitor|Reducing agent,PTAFR|GLRA1|GLRB|GLRA2|GLRA3|HTR3A|HTR3B,1
XLOC_L2_011983,xlocl2011983,1,clue.io,,0,,0,-0.3608,-1.0824,2.0185,1,3,True,1.0,,,1
pefloxacin,pefloxacin,1,clue.io,,0,,0,-0.36075555555555555,-0.9264,1.0202,1,9,True,1.0,Bacterial DNA Gyrase inhibitor,TOP2A,1
KCNC3,kcnc3,1,clue.io,,0,,0,-0.36067894736842104,-1.3968,15.6536,1,19,True,1.0,,,1
SLC16A14,slc16a14,1,clue.io,,0,,0,-0.36067777777777776,-1.379,15.6536,1,18,True,1.0,,,1
TRHDE-AS1,trhdeas1,1,clue.io,,0,,0,-0.360625,-0.7606,0.1698,1,4,True,1.0,,,1
LOC100507373,loc100507373,1,clue.io,,0,,0,-0.3605,-1.111,2.3302,1,4,True,1.0,,,1
S100A1,s100a1,1,clue.io,,0,,0,-0.36015254237288136,-1.527,15.6536,1,59,True,1.0,,,1
POLR3H,polr3h,1,clue.io,,0,,0,-0.36000000000000004,-1.5803,15.6536,1,18,True,1.0,,,1
naltriben,naltriben,1,clue.io,,0,,0,-0.35991428571428574,-1.2568,15.6536,1,14,True,1.0,Opioid receptor antagonist,OPRD1|OPRK1|OPRM1,1
GTF3C2,gtf3c2,1,clue.io,,0,,0,-0.35945555555555553,-1.4764,15.6536,1,54,True,1.0,,,1
PLK5,plk5,1,clue.io,,0,,0,-0.35856470588235295,-1.5472,15.6536,1,17,True,1.0,,,1
TDRD9,tdrd9,1,clue.io,,0,,0,-0.35848709677419355,-1.3106,15.6536,1,31,True,1.0,,,1
acetamide,acetamide,1,clue.io,,0,,0,-0.35828,-0.9927,1.2715,1,5,True,1.0,Solvent,,1
IGFBP6,igfbp6,1,clue.io,,0,,0,-0.35783157894736844,-1.3451,15.6536,1,57,True,1.0,,,1
AG-370,ag370,1,clue.io,,0,,0,-0.35772857142857145,-1.2816,15.6536,1,14,True,1.0,PDGFR inhibitor,PDGFRB,1
CDKN2B,cdkn2b,1,clue.io,,0,,0,-0.35761200000000004,-1.5735,15.6536,1,50,True,1.0,,,1
MK-0752,mk0752,1,clue.io,,0,,0,-0.357475,-1.2941,15.6536,1,12,True,1.0,Gamma secretase inhibitor,,1
SD-6-035-A9,sd6035a9,1,clue.io,,0,,0,-0.35741,-1.0659,1.8178,1,10,True,1.0,,,1
SA-417716,sa417716,1,clue.io,,0,,0,-0.35735,-0.7147,0.0813,1,2,True,1.0,,,1
VWA1,vwa1,1,clue.io,,0,,0,-0.35720526315789475,-1.313,15.6536,1,19,True,1.0,,,1
RTL3,rtl3,1,clue.io,,0,,0,-0.35679,-1.3754,15.6536,1,20,True,1.0,,,1
RBPMS2,rbpms2,1,clue.io,,0,,0,-0.3562058823529412,-1.5018,15.6536,1,17,True,1.0,,,1
RHOU,rhou,1,clue.io,,0,,0,-0.35620555555555555,-1.5179,15.6536,1,18,True,1.0,,,1
MNAT1,mnat1,1,clue.io,,0,,0,-0.3560047619047619,-1.4924,15.6536,1,42,True,1.0,,,1
trichlormethiazide,trichlormethiazide,1,clue.io,,0,,0,-0.3559666666666667,-1.0679,1.8443,1,3,True,1.0,Chloride channel blocker,SLC12A1|ATP1A1|CA1|CA2|CA4|SLC12A3,1
PRLR,prlr,1,clue.io,,0,,0,-0.355948,-1.223,15.6536,1,50,True,1.0,,,1
verapamil,verapamil,1,clue.io,,0,,0,-0.35592,-1.3558,15.6536,1,25,True,1.0,Calcium channel blocker,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,1
MW-STK33-1C,mwstk331c,1,clue.io,,0,,0,-0.355825,-1.2705,15.6536,1,12,True,1.0,,,1
ADGRE5,adgre5,1,clue.io,,0,,0,-0.3557709677419355,-1.7065,15.6536,1,31,True,1.0,,,1
CDK14,cdk14,1,clue.io,,0,,0,-0.3555392857142857,-1.3497,15.6536,1,28,True,1.0,,,1
DUOX1,duox1,1,clue.io,,0,,0,-0.355395,-1.5026,15.6536,1,20,True,1.0,,,1
balapiravir,balapiravir,1,clue.io,,0,,0,-0.35531428571428575,-1.1417,3.1869,1,14,True,1.0,RNA polymerase inhibitor,,1
EMF-BCA1-64,emfbca164,1,clue.io,,0,,0,-0.3551615384615384,-1.2725,15.6536,1,13,True,1.0,Caspase inhibitor,CASP3|STAT1,1
OBSCN,obscn,1,clue.io,,0,,0,-0.3546837837837838,-1.5332,15.6536,1,37,True,1.0,,,1
GP1BA,gp1ba,1,clue.io,,0,,0,-0.3545684210526316,-1.1937,15.6536,1,19,True,1.0,,,1
SLC44A1,slc44a1,1,clue.io,,0,,0,-0.35421111111111114,-1.4026,15.6536,1,18,True,1.0,,,1
HARS,hars,1,clue.io,,0,,0,-0.3541944444444444,-1.5179,15.6536,1,54,True,1.0,,,1
CTSC,ctsc,1,clue.io,,0,,0,-0.3541222222222222,-1.3564,15.6536,1,18,True,1.0,,,1
hydroxychloroquine,hydroxychloroquine,1,clue.io,,0,,0,-0.3541066666666667,-1.2687,15.6536,1,15,True,1.0,Antimalarial,TLR7|TLR9,1
SLC37A2,slc37a2,1,clue.io,,0,,0,-0.3540105263157895,-1.144,2.9215,1,19,True,1.0,,,1
CREM,crem,1,clue.io,,0,,0,-0.3539096153846154,-1.434,15.6536,1,52,True,1.0,,,1
totaralolal,totaralolal,1,clue.io,,0,,0,-0.35378333333333334,-1.1416,2.8865,1,12,True,1.0,,,1
FBXL19-AS1,fbxl19as1,1,clue.io,,0,,0,-0.35375,-1.2176,15.6536,1,4,True,1.0,,,1
RNF7,rnf7,1,clue.io,,0,,0,-0.35355,-1.2568,15.6536,1,38,True,1.0,,,1
FBN1,fbn1,1,clue.io,,0,,0,-0.35349411764705885,-1.4363,15.6536,1,17,True,1.0,,,1
GSK-923295,gsk923295,1,clue.io,,0,,0,-0.35329999999999995,-1.1077,3.2159,1,12,True,1.0,Centromere associated protein inhibitor,CENPE,1
LIMK1,limk1,1,clue.io,,0,,0,-0.35311666666666663,-1.7151,15.6536,1,30,True,1.0,,,1
(CD27-AS1),cd27as1,1,clue.io,,0,,0,-0.35305,-1.2217,15.6536,1,4,True,1.0,,,1
C9,c9,1,clue.io,,0,,0,-0.353,-1.4474,15.6536,1,20,True,1.0,,,1
NLN,nln,1,clue.io,,0,,0,-0.35299,-1.4166,15.6536,1,20,True,1.0,,,1
ADRB1,adrb1,1,clue.io,,0,,0,-0.352955,-1.56,15.6536,1,20,True,1.0,,,1
KUC103893N,kuc103893n,1,clue.io,,0,,0,-0.3527,-1.132,2.7967,1,8,True,1.0,,,1
memantine,memantine,1,clue.io,,0,,0,-0.35239333333333334,-1.3222,15.6536,1,15,True,1.0,Glutamate receptor antagonist,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A,1
iloperidone,iloperidone,1,clue.io,,0,,0,-0.35225833333333334,-1.2169,15.6536,1,12,True,1.0,Dopamine receptor antagonist|Serotonin receptor antagonist,DRD2|HTR2A|HTR1A|HTR6|HTR7|ADRA1A|ADRA2C|DRD1|DRD3|DRD4|HRH1,1
alogliptin,alogliptin,1,clue.io,,0,,0,-0.35214,-1.4449,15.6536,1,5,True,1.0,Dipeptidyl peptidase inhibitor,DPP4,1
SPRED2,spred2,1,clue.io,,0,,0,-0.3518183098591549,-1.5935,15.6536,1,71,True,1.0,,,1
GDC-834,gdc834,1,clue.io,,0,,0,-0.3517363636363636,-1.2293,15.6536,1,11,True,1.0,,,1
KLRAP1,klrap1,1,clue.io,,0,,0,-0.3517,-1.3911,15.6536,1,5,True,1.0,,,1
FOXN3,foxn3,1,clue.io,,0,,0,-0.3516885714285714,-1.32,15.6536,1,35,True,1.0,,,1
TTC39A,ttc39a,1,clue.io,,0,,0,-0.3516526315789474,-1.6132,15.6536,1,19,True,1.0,,,1
PPP2R5E,ppp2r5e,1,clue.io,,0,,0,-0.3514025,-1.4795,15.6536,1,40,True,1.0,,,1
LYPLA1,lypla1,1,clue.io,,0,,0,-0.35123924050632915,-1.5963,15.6536,1,79,True,1.0,,,1
